corr_county,pred_year,county,N,pred_v,timestamp
HARRIS,2012,STARR,TRUMP,0.26396029163602486,2020-11-03 13:01:00.727662
HARRIS,2012,STEPHENS,TRUMP,0.4934538871437517,2020-11-03 13:01:00.727662
HARRIS,2012,STERLING,TRUMP,0.07831788872717221,2020-11-03 13:01:00.727662
HARRIS,2012,STONEWALL,TRUMP,0.08650799473785689,2020-11-03 13:01:00.727662
HARRIS,2012,SUTTON,TRUMP,0.18939620149708314,2020-11-03 13:01:00.727662
HARRIS,2012,SWISHER,TRUMP,0.28238803016006536,2020-11-03 13:01:00.727662
HARRIS,2012,TARRANT,TRUMP,59.535245609335355,2020-11-03 13:01:00.727662
HARRIS,2012,TAYLOR,TRUMP,5.614317670324345,2020-11-03 13:01:00.727662
HARRIS,2012,TERRELL,TRUMP,0.061084540663023205,2020-11-03 13:01:00.727662
HARRIS,2012,TERRY,TRUMP,0.4439719966625318,2020-11-03 13:01:00.727662
HARRIS,2012,THROCKMORTON,TRUMP,0.11943904598915153,2020-11-03 13:01:00.727662
HARRIS,2012,TITUS,TRUMP,1.0380959368542826,2020-11-03 13:01:00.727662
HARRIS,2012,TOM GREEN,TRUMP,4.586118111566306,2020-11-03 13:01:00.727662
HARRIS,2012,TRAVIS,TRUMP,23.913744533530807,2020-11-03 13:01:00.727662
HARRIS,2012,TRINITY,TRUMP,0.7741356452182578,2020-11-03 13:01:00.727662
HARRIS,2012,TYLER,TRUMP,1.0084068025655508,2020-11-03 13:01:00.727662
HARRIS,2012,UPSHUR,TRUMP,2.050085910799508,2020-11-03 13:01:00.727662
HARRIS,2012,UPTON,TRUMP,0.162607729753802,2020-11-03 13:01:00.727662
HARRIS,2012,UVALDE,TRUMP,0.7727706275498103,2020-11-03 13:01:00.727662
HARRIS,2012,VAL VERDE,TRUMP,0.9614843202126697,2020-11-03 13:01:00.727662
HARRIS,2012,VAN ZANDT,TRUMP,2.6948861319323703,2020-11-03 13:01:00.727662
HARRIS,2012,VICTORIA,TRUMP,3.359990990883388,2020-11-03 13:01:00.727662
HARRIS,2012,WALKER,TRUMP,2.0714143118689994,2020-11-03 13:01:00.727662
HARRIS,2012,WALLER,TRUMP,1.577277915891024,2020-11-03 13:01:00.727662
HARRIS,2012,WARD,TRUMP,0.40370397544333214,2020-11-03 13:01:00.727662
HARRIS,2012,WASHINGTON,TRUMP,1.85249960329174,2020-11-03 13:01:00.727662
HARRIS,2012,WEBB,TRUMP,1.8902082163826008,2020-11-03 13:01:00.727662
HARRIS,2012,WHARTON,TRUMP,1.663615283420325,2020-11-03 13:01:00.727662
HARRIS,2012,WHEELER,TRUMP,0.32043789766803793,2020-11-03 13:01:00.727662
HARRIS,2012,WICHITA,TRUMP,5.086738341469407,2020-11-03 13:01:00.727662
HARRIS,2012,WILBARGER,TRUMP,0.5043740284913313,2020-11-03 13:01:00.727662
HARRIS,2012,WILLACY,TRUMP,0.24160812731519793,2020-11-03 13:01:00.727662
HARRIS,2012,WILLIAMSON,TRUMP,16.55186299317662,2020-11-03 13:01:00.727662
HARRIS,2012,WILSON,TRUMP,2.0847232341363617,2020-11-03 13:01:00.727662
HARRIS,2012,WINKLER,TRUMP,0.2236922704168252,2020-11-03 13:01:00.727662
HARRIS,2012,WISE,TRUMP,2.9359823776219,2020-11-03 13:01:00.727662
HARRIS,2012,WOOD,TRUMP,2.4486710699861622,2020-11-03 13:01:00.727662
HARRIS,2012,YOAKUM,TRUMP,0.28972500012797037,2020-11-03 13:01:00.727662
HARRIS,2012,YOUNG,TRUMP,1.0621543732606689,2020-11-03 13:01:00.727662
HARRIS,2012,ZAPATA,TRUMP,0.17011532693026296,2020-11-03 13:01:00.727662
HARRIS,2012,ZAVALA,TRUMP,0.09794001771110425,2020-11-03 13:01:00.727662
HARRIS,2014,ANDERSON,TRUMP,2.14694932582319,2020-11-03 13:01:00.727662
HARRIS,2014,ANDREWS,TRUMP,0.5354283840424154,2020-11-03 13:01:00.727662
HARRIS,2014,ANGELINA,TRUMP,3.5457318669448066,2020-11-03 13:01:00.727662
HARRIS,2014,ARANSAS,TRUMP,1.2433622587747701,2020-11-03 13:01:00.727662
HARRIS,2014,ARCHER,TRUMP,0.6068004640563041,2020-11-03 13:01:00.727662
HARRIS,2014,ARMSTRONG,TRUMP,0.13695723462124573,2020-11-03 13:01:00.727662
HARRIS,2014,ATASCOSA,TRUMP,1.3320951150082532,2020-11-03 13:01:00.727662
HARRIS,2014,AUSTIN,TRUMP,1.631086261012381,2020-11-03 13:01:00.727662
HARRIS,2014,BAILEY,TRUMP,0.23505939865577988,2020-11-03 13:01:00.727662
HARRIS,2014,BANDERA,TRUMP,1.3761859752484933,2020-11-03 13:01:00.727662
HARRIS,2014,BASTROP,TRUMP,2.763119097680545,2020-11-03 13:01:00.727662
HARRIS,2014,BAYLOR,TRUMP,0.1895906990330323,2020-11-03 13:01:00.727662
HARRIS,2014,BEE,TRUMP,0.8214678398509728,2020-11-03 13:01:00.727662
HARRIS,2014,BELL,TRUMP,7.946826422550271,2020-11-03 13:01:00.727662
HARRIS,2014,BEXAR,TRUMP,44.24986290498144,2020-11-03 13:01:00.727662
HARRIS,2014,BLANCO,TRUMP,0.7360417981355077,2020-11-03 13:01:00.727662
HARRIS,2014,BORDEN,TRUMP,0.06503401885435411,2020-11-03 13:01:00.727662
HARRIS,2014,BOSQUE,TRUMP,1.0769192613678638,2020-11-03 13:01:00.727662
HARRIS,2014,BOWIE,TRUMP,4.322833278679037,2020-11-03 13:01:00.727662
HARRIS,2014,BRAZORIA,TRUMP,11.505509979690649,2020-11-03 13:01:00.727662
HARRIS,2014,BRAZOS,TRUMP,6.110442093544272,2020-11-03 13:01:00.727662
HARRIS,2014,BREWSTER,TRUMP,0.3959910385326562,2020-11-03 13:01:00.727662
HARRIS,2014,BRISCOE,TRUMP,0.11904532264864821,2020-11-03 13:01:00.727662
HARRIS,2014,BROOKS,TRUMP,0.12538338380818273,2020-11-03 13:01:00.727662
HARRIS,2014,BROWN,TRUMP,1.9507449977541218,2020-11-03 13:01:00.727662
HARRIS,2014,BURLESON,TRUMP,0.860047342561183,2020-11-03 13:01:00.727662
HARRIS,2014,BURNET,TRUMP,2.552585240033399,2020-11-03 13:01:00.727662
HARRIS,2014,CALDWELL,TRUMP,1.4249614893892588,2020-11-03 13:01:00.727662
HARRIS,2014,CALHOUN,TRUMP,0.7578116603791263,2020-11-03 13:01:00.727662
HARRIS,2014,CALLAHAN,TRUMP,0.7106895534973696,2020-11-03 13:01:00.727662
HARRIS,2014,CAMERON,TRUMP,4.614935227770629,2020-11-03 13:01:00.727662
HARRIS,2014,CAMP,TRUMP,0.5009823994797279,2020-11-03 13:01:00.727662
HARRIS,2014,CARSON,TRUMP,0.44834893506794127,2020-11-03 13:01:00.727662
HARRIS,2014,CASS,TRUMP,1.4004359483806252,2020-11-03 13:01:00.727662
HARRIS,2014,CASTRO,TRUMP,0.2488377924808549,2020-11-03 13:01:00.727662
HARRIS,2014,CHAMBERS,TRUMP,1.8788217819872302,2020-11-03 13:01:00.727662
HARRIS,2014,CHEROKEE,TRUMP,2.0502250011711634,2020-11-03 13:01:00.727662
HARRIS,2014,CHILDRESS,TRUMP,0.26426959356493895,2020-11-03 13:01:00.727662
HARRIS,2014,CLAY,TRUMP,0.6544737066910636,2020-11-03 13:01:00.727662
HARRIS,2014,COCHRAN,TRUMP,0.1132583972421167,2020-11-03 13:01:00.727662
HARRIS,2014,COKE,TRUMP,0.1860083166385128,2020-11-03 13:01:00.727662
HARRIS,2014,COLEMAN,TRUMP,0.5329482731539019,2020-11-03 13:01:00.727662
HARRIS,2014,COLLIN,TRUMP,33.113338311926306,2020-11-03 13:01:00.727662
HARRIS,2014,COLLINGSWORTH,TRUMP,0.1788435518494738,2020-11-03 13:01:00.727662
HARRIS,2014,COLORADO,TRUMP,1.096209012722969,2020-11-03 13:01:00.727662
HARRIS,2014,COMAL,TRUMP,7.498477487482329,2020-11-03 13:01:00.727662
HARRIS,2014,COMANCHE,TRUMP,0.6759680010581807,2020-11-03 13:01:00.727662
HARRIS,2014,CONCHO,TRUMP,0.13778393825075022,2020-11-03 13:01:00.727662
